Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
J35,Power Ref Iss Susp Fd Iss Of71,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/01/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J37,Power Ref Iss Susp Fd Issue 77,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/24/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J39,Power Ref Iss Susp 2NDISS Of77,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/17/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J3A,Pwr Syst Rb 2009 A Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,Required transfer to the Fiscal Agent for deposit in the Bond Service Fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/05/2009,Proprietary,Enterprise,,,98,,,,"Resolution 4596, Supplemental 4805",,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J3B,Pwr Syst Rb 2009 A Bd Ser Fund,$0.00,Water and Power,To pay for principal for the principal and interest payable on the outstanding bonds,"Sale of Power Revenue Bonds 2009, Series A",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/06/2009,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Resolution 4596, Supplemental 4805",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J41,Power Ref Iss Susp Iss Of 1978,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/03/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J43,Power Ref Iss Susp Fd Issue 77,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/03/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J46,Power Ref Iss Susp 3RD Is 73,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/17/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J48,Power Ref Iss Susp 3RD Iss1971,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/03/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J49,E P R B 2ND Iss77 Redemp Fund,$0.00,Water and Power,To be used to redeem the Electric Plant Revenue Bonds,"Electric Plant Revenue Bonds, Second Issue of 1977","To pay for the principal of, and any applicable redemption premium on, the Bonds to be redeemed",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/16/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 3960,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J4A,Pwr Syst Rb 2009 B Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/13/2009,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4807",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J4B,Pwr Syst Rb 2009 B Bd Ser Fund,$0.00,Water and Power,To pay for principal for the principal and interest payable on the outstanding bonds,"Sale of Power System Revenue Bonds 2009, Series B",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,05/13/2009,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4807",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J53,Power Ref Iss Susp 2ND Iss1977,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/13/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J54,Power Ref Iss Susp 2ND Iss1972,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/13/1997,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J55,E P R B Iss Of 72 Redemp Fund,$0.00,Water and Power,To be used to redeem the Electric Plant Revenue Bonds,"Electric Plant Revenue Bonds,  Issue of 1972","To pay for the principal of, and any applicable redemption premium on, the Bonds to be redeemed",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/09/1998,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 3657,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J56,Power Ref Iss Susp Iss Of 1972,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/09/1998,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J57,El Ref Iss Susp 3RD Iss Of 72,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/01/1998,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J59,El Ref Iss Susp Fnd Iss Of 73,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/04/1999,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5A,Pwr Syst Rb 2010 A Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/01/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4815",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5B,Pwr Syst Rb 2010 A Bd Ser Fund,$0.00,Water and Power,To pay for the principal and interest payable on the outstanding bonds,"Sale of Power System Revenue Bonds 2010, Series A",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/01/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4815",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5D,Pwr Syst Rb 2010 B Bd Ser Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/01/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4816",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5E,Pwr Syst Rb 2010 B Bd Ser Fund,$0.00,Water and Power,To pay for the principal and interest payable on the outstanding bonds,"Sale of Power System Revenue Bonds 2010, Series B",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/01/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4816",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5F,Pwr Syst Rb 2010 B Const Fund,$0.00,Water and Power,To pay for capital improvements to the Power System,"Sale of Power System Revenue Bonds 2010, Series B",To pay costs of the 2010 Series B projects,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/01/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4816",Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5G,Arra-Eecbg Fund - Dwp,$0.00,Water and Power,For the expansion of the Energy Efficiency and Conservation Block Grant Programs,American Recovery and Reinvestment Act of 2009 and other Program Grants,"Public outreach, financial administration, salaries, equipment, supplies and other related costs",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/02/2010,Proprietary,Enterprise,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-0648-S15,09-0648-S15,98,,,,,,No,No,Yes,Yes,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5H,Pwr Syst Rb 2010 C Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund for deposit in the Bond Service Fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/17/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4820,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5J,Pwr Syst Rb 2010 C Bd Ser Fund,$0.00,Water and Power,To pay for the principal and interest payable on the outstanding bonds,"Sale of Power System Revenue Bonds 2010, Series C",Costs of Issuance,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/17/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4820,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5K,Pwr Syst Rb 2010 C Const Fund,$0.00,Water and Power,To pay for capital improvements to the Power System,"Sale of Power System Revenue Bonds 2010, Series C",Shall only be used on projects listed in resolution,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/17/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4820,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5M,Pwr Syst Rb 2010 D Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund for deposit in the Bond Service Fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/22/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4824,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5N,Pwr Syst Rb 2010 D Bd Ser Fund,$0.00,Water and Power,To pay for the principal and interest payable on the outstanding bonds,"Sale of Power System Revenue Bonds 2010, Series D",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/22/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4824,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5P,Pwr Syst Rb 2010 D Const Fund,$0.00,Water and Power,To pay for capital improvements to the Power System,"Sale of Power System Revenue Bonds 2010, Series D",Shall only be used on projects listed in resolution,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/22/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4824,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5Q,Pwr Syst Rb 2010 D Cost Issuan,$0.00,Water and Power,To pay for costs of issuance of the 2010 Series D Bonds,"Sale of Power System Revenue Bonds 2010, Series D",Only to be used for costs of issuance,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/22/2010,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Master Resolution 4596. Supplemental Resolution 4824,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5R,Pwr Syst Rb 2011 A Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund for deposit in the Bond Service Fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/16/2011,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4832",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5S,Pwr Syst Rb 2011 A Bd Ser Fund,$0.00,Water and Power,To pay for the principal and interest payable on the outstanding bonds,"Sale of Power Revenue Bonds 2011, Series A",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/16/2011,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4832",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J5T,Pwr Syst Rb 2012 A Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund for deposit in the Bond Service Fund,Power Revenue Fund,"Required transfer to Fiscal Agent for deposit in the Bond Service Fund, separately invested",Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/15/2012,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Master Resolution 4596, Supplemental Resolution 4852",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
